5/7/2021 9:09,Fields,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Enterprise Geodatabase,file:///C:/Users/mike/AppData/Local/Temp/ArcGISProTemp56640/cb2ab6ec990ede1a3d3c83d65b4c1634.sde,,,,,,,,,,,,,,,,
Utility Network Name,meh.unadmin.ElectricUN,,,,,,,,,,,,,,,,
Utility Network Release,3,,,,,,,,,,,,,,,,
ArcGIS Pro Version,2.7.0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ClassName,SubtypeCode,Subtype,Pos,FieldName,Alias,FieldType,FieldLength,Precision,Scale,IsNullable,IsRequired,IsEditable,IsDomainFixed,Domain,DefaultCode,DefaultValue,Range
meh.unadmin.ElectricAssembly,0,Unknown,18,maximumbuck,maximumbuck: Maximum Voltage Buck,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,19,devicecount,devicecount: Number of features in the container,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,20,devicestatus,devicestatus: Bank Status,String,255,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,21,ctprimaryratio,ctprimaryratio: Primary CT Ratio,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,22,ptratio,ptratio: PT Ratio,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,23,electricunits,ElectricUnits,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,24,electricunits2,ElectricUnits2,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,25,installdate,installdate: Date Installed,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,26,retireddate,retireddate: Date Retired,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,27,inservicedate,inservicedate: In Service Date,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,28,spatialsource,spatialsource: Spatial Source,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Spatial_Source,0,Unknown,
meh.unadmin.ElectricAssembly,0,Unknown,29,spatialconfidence,spatialconfidence: Spatial Confidence,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Spatial_Confidence,0,Unknown,
meh.unadmin.ElectricAssembly,0,Unknown,30,ownedby,ownedby: Owner of Equipment,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Asset_Owner,1,Our Agency,
meh.unadmin.ElectricAssembly,0,Unknown,31,labeltext,labeltext: Labeling String,String,256,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,32,symbolrotation,symbolrotation: Symbol Rotation,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Symbol_Rotation,,,0 -- 359
meh.unadmin.ElectricAssembly,0,Unknown,33,lifecyclestatus,lifecyclestatus: Lifecycle Status,SmallInteger,,5,0,FALSE,FALSE,TRUE,FALSE,6_Lifecycle_Status,8,In Service,
meh.unadmin.ElectricAssembly,0,Unknown,34,notes,notes: General Notes,String,2000,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,0,Unknown,35,maintby,maintby: Maintained by,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,1,objectid,Object ID,OID,,10,0,FALSE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,2,assetgroup,Asset group,Integer,,10,0,FALSE,TRUE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,3,assettype,Asset type,SmallInteger,,5,0,FALSE,TRUE,TRUE,FALSE,6_Asset_Type_Electric_Assembly_High_Voltage_AC_Power_Factor_Correcting_Bank,0,Unknown,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,4,associationstatus,Association status,SmallInteger,,5,0,FALSE,TRUE,FALSE,TRUE,ElectricUN_6_AssociationStatus,0,None,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,5,creationdate,Creation date,Date,,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,6,creator,Creator,String,255,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,7,lastupdate,Last update,Date,,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,8,updatedby,Updated by,String,255,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,9,shape,Shape,Geometry,,0,0,FALSE,TRUE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,10,globalid,Global ID,GlobalID,,0,0,FALSE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,11,subnetworkname,Subnetwork name,String,2000,0,0,FALSE,TRUE,FALSE,FALSE,,Unknown,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,12,assetid,assetid: Asset ID,String,64,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,13,configuration,configuration: Load Breaking,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,14,powerunits,"powerunits: Bank Load, Bank Load in kW, Bank kVA, Bank mVA, Maximum Amps, Maximum Breaking Amps, kVAR",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_High_Voltage_PFCE_VAR,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,15,configuration1,"configuration1: Gang Operated, High Side to Low Side Phase Shift, Series or Shunt",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Capacitor_Line_Configuration,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,16,configuration2,"configuration2: High Side to Tertiary Phase Shift, Phase Operable",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,17,maximumboost,maximumboost: Maximum Voltage Boost,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,18,maximumbuck,maximumbuck: Maximum Voltage Buck,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,19,devicecount,devicecount: Number of features in the container,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,20,devicestatus,devicestatus: Bank Status,String,255,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,21,ctprimaryratio,ctprimaryratio: Primary CT Ratio,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,22,ptratio,ptratio: PT Ratio,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,23,electricunits,ElectricUnits,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,24,electricunits2,ElectricUnits2,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,25,installdate,installdate: Date Installed,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,26,retireddate,retireddate: Date Retired,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,27,inservicedate,inservicedate: In Service Date,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,28,spatialsource,spatialsource: Spatial Source,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Spatial_Source,0,Unknown,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,29,spatialconfidence,spatialconfidence: Spatial Confidence,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Spatial_Confidence,0,Unknown,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,30,ownedby,ownedby: Owner of Equipment,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Asset_Owner,1,Our Agency,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,31,labeltext,labeltext: Labeling String,String,256,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,32,symbolrotation,symbolrotation: Symbol Rotation,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Symbol_Rotation,,,0 -- 359
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,33,lifecyclestatus,lifecyclestatus: Lifecycle Status,SmallInteger,,5,0,FALSE,FALSE,TRUE,FALSE,6_Lifecycle_Status,8,In Service,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,34,notes,notes: General Notes,String,2000,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,1,High Voltage AC Power Factor Correcting Bank,35,maintby,maintby: Maintained by,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Asset_Manager,1,Our Agency,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,1,objectid,Object ID,OID,,10,0,FALSE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,2,assetgroup,Asset group,Integer,,10,0,FALSE,TRUE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,3,assettype,Asset type,SmallInteger,,5,0,FALSE,TRUE,TRUE,FALSE,6_Asset_Type_Electric_Assembly_High_Voltage_DC_Power_Factor_Correcting_Bank,0,Unknown,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,4,associationstatus,Association status,SmallInteger,,5,0,FALSE,TRUE,FALSE,TRUE,ElectricUN_6_AssociationStatus,0,None,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,5,creationdate,Creation date,Date,,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,6,creator,Creator,String,255,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,7,lastupdate,Last update,Date,,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,8,updatedby,Updated by,String,255,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,9,shape,Shape,Geometry,,0,0,FALSE,TRUE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,10,globalid,Global ID,GlobalID,,0,0,FALSE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,11,subnetworkname,Subnetwork name,String,2000,0,0,FALSE,TRUE,FALSE,FALSE,,Unknown,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,12,assetid,assetid: Asset ID,String,64,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,13,configuration,configuration: Load Breaking,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,14,powerunits,"powerunits: Bank Load, Bank Load in kW, Bank kVA, Bank mVA, Maximum Amps, Maximum Breaking Amps, kVAR",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_High_Voltage_PFCE_VAR,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,15,configuration1,"configuration1: Gang Operated, High Side to Low Side Phase Shift, Series or Shunt",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Capacitor_Line_Configuration,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,16,configuration2,"configuration2: High Side to Tertiary Phase Shift, Phase Operable",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,17,maximumboost,maximumboost: Maximum Voltage Boost,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,18,maximumbuck,maximumbuck: Maximum Voltage Buck,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,19,devicecount,devicecount: Number of features in the container,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,20,devicestatus,devicestatus: Bank Status,String,255,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,21,ctprimaryratio,ctprimaryratio: Primary CT Ratio,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,22,ptratio,ptratio: PT Ratio,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,23,electricunits,ElectricUnits,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,24,electricunits2,ElectricUnits2,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,25,installdate,installdate: Date Installed,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,26,retireddate,retireddate: Date Retired,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,27,inservicedate,inservicedate: In Service Date,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,28,spatialsource,spatialsource: Spatial Source,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Spatial_Source,0,Unknown,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,29,spatialconfidence,spatialconfidence: Spatial Confidence,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Spatial_Confidence,0,Unknown,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,30,ownedby,ownedby: Owner of Equipment,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Asset_Owner,1,Our Agency,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,31,labeltext,labeltext: Labeling String,String,256,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,32,symbolrotation,symbolrotation: Symbol Rotation,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Symbol_Rotation,,,0 -- 359
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,33,lifecyclestatus,lifecyclestatus: Lifecycle Status,SmallInteger,,5,0,FALSE,FALSE,TRUE,FALSE,6_Lifecycle_Status,8,In Service,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,34,notes,notes: General Notes,String,2000,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,2,High Voltage DC Power Factor Correcting Bank,35,maintby,maintby: Maintained by,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Asset_Manager,1,Our Agency,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,1,objectid,Object ID,OID,,10,0,FALSE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,2,assetgroup,Asset group,Integer,,10,0,FALSE,TRUE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,3,assettype,Asset type,SmallInteger,,5,0,FALSE,TRUE,TRUE,FALSE,6_Asset_Type_Electric_Assembly_High_Voltage_Service_Bank,0,Unknown,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,4,associationstatus,Association status,SmallInteger,,5,0,FALSE,TRUE,FALSE,TRUE,ElectricUN_6_AssociationStatus,0,None,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,5,creationdate,Creation date,Date,,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,6,creator,Creator,String,255,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,7,lastupdate,Last update,Date,,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,8,updatedby,Updated by,String,255,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,9,shape,Shape,Geometry,,0,0,FALSE,TRUE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,10,globalid,Global ID,GlobalID,,0,0,FALSE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,11,subnetworkname,Subnetwork name,String,2000,0,0,FALSE,TRUE,FALSE,FALSE,,Unknown,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,12,assetid,assetid: Asset ID,String,64,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,13,configuration,configuration: Load Breaking,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,14,powerunits,"powerunits: Bank Load, Bank Load in kW, Bank kVA, Bank mVA, Maximum Amps, Maximum Breaking Amps, kVAR",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_High_Voltage_Load_Watts,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,15,configuration1,"configuration1: Gang Operated, High Side to Low Side Phase Shift, Series or Shunt",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,16,configuration2,"configuration2: High Side to Tertiary Phase Shift, Phase Operable",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,17,maximumboost,maximumboost: Maximum Voltage Boost,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,18,maximumbuck,maximumbuck: Maximum Voltage Buck,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,19,devicecount,devicecount: Number of features in the container,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,20,devicestatus,devicestatus: Bank Status,String,255,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,21,ctprimaryratio,ctprimaryratio: Primary CT Ratio,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,22,ptratio,ptratio: PT Ratio,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,23,electricunits,ElectricUnits,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,24,electricunits2,ElectricUnits2,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,25,installdate,installdate: Date Installed,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,26,retireddate,retireddate: Date Retired,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,27,inservicedate,inservicedate: In Service Date,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,28,spatialsource,spatialsource: Spatial Source,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Spatial_Source,0,Unknown,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,29,spatialconfidence,spatialconfidence: Spatial Confidence,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Spatial_Confidence,0,Unknown,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,30,ownedby,ownedby: Owner of Equipment,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Asset_Owner,1,Our Agency,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,31,labeltext,labeltext: Labeling String,String,256,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,32,symbolrotation,symbolrotation: Symbol Rotation,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Symbol_Rotation,,,0 -- 359
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,33,lifecyclestatus,lifecyclestatus: Lifecycle Status,SmallInteger,,5,0,FALSE,FALSE,TRUE,FALSE,6_Lifecycle_Status,8,In Service,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,34,notes,notes: General Notes,String,2000,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,3,High Voltage Service Bank,35,maintby,maintby: Maintained by,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Asset_Manager,1,Our Agency,
meh.unadmin.ElectricAssembly,4,High Voltage Switch Bank,1,objectid,Object ID,OID,,10,0,FALSE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricAssembly,4,High Voltage Switch Bank,2,assetgroup,Asset group,Integer,,10,0,FALSE,TRUE,TRUE,FALSE,,,,
meh.unadmin.ElectricAssembly,4,High Voltage Switch Bank,3,assettype,Asset type,SmallInteger,,5,0,FALSE,TRUE,TRUE,FALSE,6_Asset_Type_Electric_Assembly_High_Voltage_Switch_Bank,0,Unknown,
meh.unadmin.ElectricAssembly,4,High Voltage Switch Bank,4,associationstatus,Association status,SmallInteger,,5,0,FALSE,TRUE,FALSE,TRUE,ElectricUN_6_AssociationStatus,0,None,
