5/7/2021 9:09:09 AM,Network Rules

Enterprise Geodatabase,file:///C:/Users/mike/AppData/Local/Temp/ArcGISProTemp56640/cb2ab6ec990ede1a3d3c83d65b4c1634.sde
Utility Network Name,meh.unadmin.ElectricUN
Utility Network Release,3
ArcGIS Pro Version,2.7.0.0

RuleCode,RuleType,Count
1,JunctionJunctionConnectivity,3463
2,Containment,1923
3,Attachment,230
4,JunctionEdgeConnectivity,486
5,EdgeJunctionEdgeConnectivity,24
,,6126
,,
RuleID,RuleType,FromClassName,FromAssetGroupCode,FromAssetGroup,FromAssetTypeCode,FromAssetType,FromTerminal,ToClassName,ToAssetGroupCode,ToAssetGroup,ToAssetTypeCode,ToAssetType,ToTerminal,ViaClassName,ViaAssetGroupCode,ViaAssetGroup,ViaAssetTypeCode,ViaAssetType,ViaTerminal
6109,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,343,Submersible Single Phase,,,,,,,
6110,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,344,Submersible Three Phase,,,,,,,
6113,Attachment,meh.unadmin.StructureJunction,107,Electric Pedestal,241,Pedestal,,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,,,,,,
6115,Attachment,meh.unadmin.StructureJunction,107,Electric Pedestal,241,Pedestal,,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,,,,,,
6112,Attachment,meh.unadmin.StructureJunction,107,Electric Pedestal,241,Pedestal,,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,,,,,,
6114,Attachment,meh.unadmin.StructureJunction,107,Electric Pedestal,241,Pedestal,,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,,,,,,
6116,Attachment,meh.unadmin.StructureJunction,107,Electric Pedestal,241,Pedestal,,meh.unadmin.ElectricDevice,22,Low Voltage Service,422,Single Phase Residential,Single Terminal,,,,,,
6117,Attachment,meh.unadmin.StructureJunction,110,Electric Vault,361,Vault,,meh.unadmin.ElectricJunction,7,Medium Voltage Attachment,61,Underground,,,,,,,
6118,Attachment,meh.unadmin.StructureJunction,110,Electric Vault,361,Vault,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,101,Underground Terminator,,,,,,,
5916,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,1,High Voltage Attachment,1,AC Overhead,,,,,,,
5917,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,3,High Voltage Line End,41,AC,,,,,,,
5918,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,3,High Voltage Line End,43,AC Riser,,,,,,,
5919,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,3,High Voltage Line End,44,DC Riser,,,,,,,
5920,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,4,Low Voltage Attachment,60,Overhead,,,,,,,
5921,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
5922,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,,,,,
5923,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,8,Medium Voltage Connection Point,82,Overhead Tap,,,,,,,
5924,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,100,Overhead Line End,,,,,,,
5925,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,103,Riser,,,,,,,
5914,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,301,Flood light,Single Terminal,,,,,,
5915,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,302,Streetlight,Single Terminal,,,,,,
5910,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.StructureJunction,102,Electric Guy,41,Anchor Guy,,,,,,,
5911,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,325,Riser Guard,,,,,,,
5913,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.StructureJunction,123,Electric Support Pole,326,Stub,,,,,,,
5912,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.StructureJunction,123,Electric Support Pole,327,Push Brace,,,,,,,
5958,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,1,High Voltage Attachment,1,AC Overhead,,,,,,,
5959,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,2,High Voltage Connection Point,21,AC Tap,,,,,,,
5960,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,3,High Voltage Line End,41,AC,,,,,,,
5961,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,3,High Voltage Line End,43,AC Riser,,,,,,,
5962,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,3,High Voltage Line End,44,DC Riser,,,,,,,
5963,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,4,Low Voltage Attachment,60,Overhead,,,,,,,
5964,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
5965,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,,,,,
5966,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,8,Medium Voltage Connection Point,82,Overhead Tap,,,,,,,
5967,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,100,Overhead Line End,,,,,,,
5968,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,103,Riser,,,,,,,
5956,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,301,Flood light,Single Terminal,,,,,,
5957,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,302,Streetlight,Single Terminal,,,,,,
5952,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.StructureJunction,102,Electric Guy,41,Anchor Guy,,,,,,,
5953,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,325,Riser Guard,,,,,,,
5955,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.StructureJunction,123,Electric Support Pole,326,Stub,,,,,,,
5954,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.StructureJunction,123,Electric Support Pole,327,Push Brace,,,,,,,
5942,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,1,High Voltage Attachment,1,AC Overhead,,,,,,,
5943,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,41,AC,,,,,,,
5944,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,43,AC Riser,,,,,,,
5945,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,44,DC Riser,,,,,,,
5946,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,4,Low Voltage Attachment,60,Overhead,,,,,,,
5947,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
5948,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,,,,,
5949,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,8,Medium Voltage Connection Point,82,Overhead Tap,,,,,,,
5950,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,100,Overhead Line End,,,,,,,
5951,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,103,Riser,,,,,,,
5940,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,301,Flood light,Single Terminal,,,,,,
5941,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,302,Streetlight,Single Terminal,,,,,,
5938,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.StructureJunction,102,Electric Guy,41,Anchor Guy,,,,,,,
5939,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,325,Riser Guard,,,,,,,
5899,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,1,High Voltage Attachment,1,AC Overhead,,,,,,,
5900,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,2,High Voltage Connection Point,21,AC Tap,,,,,,,
5901,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,41,AC,,,,,,,
5902,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,43,AC Riser,,,,,,,
5903,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,44,DC Riser,,,,,,,
5904,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,4,Low Voltage Attachment,60,Overhead,,,,,,,
5905,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
5906,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,,,,,
5907,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,8,Medium Voltage Connection Point,82,Overhead Tap,,,,,,,
5908,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,100,Overhead Line End,,,,,,,
5909,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,103,Riser,,,,,,,
5897,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,301,Flood light,Single Terminal,,,,,,
5898,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,302,Streetlight,Single Terminal,,,,,,
5895,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.StructureJunction,102,Electric Guy,41,Anchor Guy,,,,,,,
5896,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,325,Riser Guard,,,,,,,
5973,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricJunction,1,High Voltage Attachment,1,AC Overhead,,,,,,,
5974,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,41,AC,,,,,,,
5975,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,43,AC Riser,,,,,,,
5976,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,44,DC Riser,,,,,,,
5977,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricJunction,4,Low Voltage Attachment,60,Overhead,,,,,,,
5978,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
5979,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,,,,,
5980,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricJunction,8,Medium Voltage Connection Point,82,Overhead Tap,,,,,,,
5981,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,100,Overhead Line End,,,,,,,
5982,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,103,Riser,,,,,,,
5971,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,301,Flood light,Single Terminal,,,,,,
5972,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,302,Streetlight,Single Terminal,,,,,,
5969,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.StructureJunction,102,Electric Guy,41,Anchor Guy,,,,,,,
5970,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,332,Triple Circuit Lattice,,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,325,Riser Guard,,,,,,,
5928,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.ElectricJunction,1,High Voltage Attachment,1,AC Overhead,,,,,,,
5929,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,41,AC,,,,,,,
5930,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,43,AC Riser,,,,,,,
5931,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,44,DC Riser,,,,,,,
5932,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.ElectricJunction,4,Low Voltage Attachment,60,Overhead,,,,,,,
5933,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
5934,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,,,,,
5935,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.ElectricJunction,8,Medium Voltage Connection Point,82,Overhead Tap,,,,,,,
5936,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,100,Overhead Line End,,,,,,,
5937,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,103,Riser,,,,,,,
5926,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.StructureJunction,102,Electric Guy,41,Anchor Guy,,,,,,,
5927,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,333,Quadruple Circuit Lattice,,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,325,Riser Guard,,,,,,,
6025,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
6026,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,100,Overhead Line End,,,,,,,
6027,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,,,,,
6028,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,7,Medium Voltage Attachment,60,Overhead,,,,,,,
6029,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,8,Medium Voltage Connection Point,82,Overhead Tap,,,,,,,
6030,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,100,Overhead Line End,,,,,,,
6031,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,103,Riser,,,,,,,
6012,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,301,Flood light,Single Terminal,,,,,,
6013,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,302,Streetlight,Single Terminal,,,,,,
6005,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricAssembly,17,Medium Voltage Service Bank,281,PM Commercial Customer,,,,,,,
6006,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricAssembly,17,Medium Voltage Service Bank,282,PM Industrial Customer,,,,,,,
6007,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricAssembly,17,Medium Voltage Service Bank,283,Primary Meter,,,,,,,
6008,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricAssembly,18,Medium Voltage Switch Bank,301,Overhead Disconnect Switch,,,,,,,
6009,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricAssembly,18,Medium Voltage Switch Bank,302,Overhead Load Break Switch,,,,,,,
6010,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricAssembly,18,Medium Voltage Switch Bank,303,Overhead Recloser,,,,,,,
6011,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricAssembly,18,Medium Voltage Switch Bank,304,Overhead Sectionalizer,,,,,,,
6014,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,22,Low Voltage Service,421,Single Phase Commercial,Single Terminal,,,,,,
6015,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,22,Low Voltage Service,422,Single Phase Residential,Single Terminal,,,,,,
6016,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,22,Low Voltage Service,423,Three Phase Commercial,Single Terminal,,,,,,
6017,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,22,Low Voltage Service,424,Three Phase Residential,Single Terminal,,,,,,
6018,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,22,Low Voltage Service,425,Unmetered Load,Single Terminal,,,,,,
6020,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,441,Overhead AC Load Break,Single Terminal,,,,,,
6019,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,442,Overhead AC Disconnect,Single Terminal,,,,,,
6022,Attachment,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,443,Overhead DC Load Break,Single Terminal,,,,,,
